,document,sentence,label
3,out\1024.json,"In this pivotal role, you’ll work with the Senior Product Owner in an Agile fashion to discuss feasibility and design on the enhancement of existing products right through to greenfield, innovative products and services, helping to shape the industry and maintain our market-leading position",0
4,out\1024.json,"This is an opportunity to really be a part of something special, working with an extremely skilled team who value and encourage knowledge sharing, learning new skills and career progression",0
5,out\1024.json,Benefits,0
6,out\1024.json,"As part of ClearCourse we offer a competitive benefits package that includes life assurance, private medical cover with cash plan, income protection, company pension, enhanced maternity, paternity and adoption pay, generous training budgets and reimbursement for professional memberships, a hybrid-working model and 25 days annual leave, as well as additional flexible benefits to suit your lifestyle and enhance your well-being",0
7,out\1024.json,Required Skills & Experience,1
8,out\1024.json,3 years+ experience with C# and,1
9,out\1024.json,NET Framework,1
10,out\1024.json,Solid experience with SQL is essential,1
11,out\1024.json,Experience developing Rest APIs,1
12,out\1024.json,"Front end experience with HTML, CSS and JavaScript",1
13,out\1024.json,Strong debugging skills,1
14,out\1024.json,Established web applications,1
15,out\1024.json,Experience in an agile environment,1
16,out\1024.json,Why ClearCourse?,0
17,out\1024.json,"We're a rapidly growing collaborative of disruptive technology innovators, working together to build a brilliant software and payments business",0
18,out\1024.json,"Since our inception in 2018, we’ve acquired software and services companies at a rate of more than one a month, so as a ClearCourse employee you’ll benefit from the feel of a pioneering start-up environment, with the opportunity to work with significant assets during an exciting phase of our evolution",0
19,out\1024.json,Our FAIR™ Corporate Values,0
20,out\1024.json,Future-proof: We seek out innovation and we continually strive for progress,0
21,out\1024.json,Approachability: We’re approachable and we communicate with respect and empathy,0
22,out\1024.json,Integrity: We will only do what we believe to be the right thing,0
23,out\1024.json,"Responsibility: We are accountable for ourselves, our organisation and the world around us",0
24,out\1024.json,At ClearCourse we are committed to an inclusive culture and are keen to attract diverse individuals who thrive in a flexible working environment,0
25,out\1024.json,"If you have a disability or need any reasonable adjustments during the application and interview stages, please let us know",0
26,out\1024.json,"Across our whole business, we’re investing in our people, expanding our expertise and developing our vision",0
27,out\1024.json,Want to get on board? We’d love to speak with you,0
0,out\1028.json,Role – Cloud Engineer,0
1,out\1028.json,Location – Leeds (LS15 8GB),0
2,out\1028.json,"Salary – £50,000 - £55,000 per annum",0
3,out\1028.json,About Us,0
4,out\1028.json,"Pharmacy2U is the UK's first and largest online pharmacy, we're a market leader in the pharmacy world, with 20 years’ experience, helping over 700,000 patients in England manage their NHS repeat prescriptions from request through to delivery",0
5,out\1028.json,Role - The purpose of the role is to support ambitious business growth over the next few years,0
6,out\1028.json,"You will be required support to Microsoft Azure, DevOps practices such CI/CD, automation, scripting, and work alongside a fast-paced development team throughout the software development life cycle",0
7,out\1028.json,Skills,1
8,out\1028.json,"Demonstrable a high-level understanding of system design, virtualisation, capacity, resilience, monitoring, network, DR and performance management",1
9,out\1028.json,"Build, monitor and support knowledge in some of the following: Microsoft Azure, Windows Server, Microsoft SQL Server, Microsoft IIS install and management, Azure Kubernetes, Terraform, Azure DevOps",1
10,out\1028.json,"Awareness of tooling, package management, and deployment strategies that support both iterative & continuous development",1
11,out\1028.json,Resourcefulness in getting over problems and establishing clarity,1
12,out\1028.json,Ability to work alone or as part of a delivery team,1
13,out\1028.json,An appetite to learn and seek new ideas and support from others,1
14,out\1028.json,"3 years’ experience working as a cloud / Infrastructure engineer, including infrastructure and network engineering",1
15,out\1028.json,"Experience of working in a pressured environment, delivering against tight deadlines",1
16,out\1028.json,Experience of working within company and ethical rules and regulations,1
17,out\1028.json,"Degree in Software Engineering or Computer Science field, or equivalent or Proven experience as Systems Engineer or DevOps Engineer",1
18,out\1028.json,Microsoft Azure Certifications are desirable,1
19,out\1028.json,"Excellent knowledge of ITIL V3, Foundation certification is desirable",1
20,out\1028.json,Fluent in English both written and oral,1
21,out\1028.json,What we need from you,0
22,out\1028.json,Being accountable for the support and continuous improvement of the Pharmacy2U Azure Cloud environment,0
23,out\1028.json,"Maintenance, support and back up of the production environment",0
24,out\1028.json,"Process, best practice, system and application build standards are consistently applied and constantly improved upon",0
25,out\1028.json,"The setup and configuration of software version release management, cloud provisioning, and monitoring within Azure",0
26,out\1028.json,"Ensuring production environments are protected by governance, good practice/process, design and 'fit for purpose' environments, to the left of Pre-Prod, supporting all project and change activity",0
27,out\1028.json,"Ensuring weak points in process, technology and service is addressed through a culture of continual improvement",0
28,out\1028.json,"The deployment and configuration of applications and systems, ensuring all releases are documented and packaged appropriately",0
29,out\1028.json,Ensuring systems and processes are safe and address level of cybersecurity threats defined in the project,0
30,out\1028.json,You will need to have:,0
31,out\1028.json,Strong troubleshooting and fault-finding skills,0
32,out\1028.json,The ability to work as part of a busy team and build positive relationships with customers,0
33,out\1028.json,A self-motivated attitude and the ability to work independently,0
34,out\1028.json,A proven analytical approach to troubleshooting,0
35,out\1028.json,What we will offer you,0
36,out\1028.json,25 days annual leave increasing with service plus bank holidays,0
37,out\1028.json,Occupational Sick Pay,0
38,out\1028.json,"Brand new head office at The Springs, with discounts on leisure facilities close by",0
39,out\1028.json,Contributory pension,0
40,out\1028.json,Employee discount site,0
41,out\1028.json,Plus 25% discount on staff health and beauty purchases,0
